time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-10-02T13:38:41.260Z,33.4773333,-116.5643333,7.54,0.57,ml,28,79,0.03608,0.12,ci,ci37252287,2015-10-02T16:21:13.806Z,"13km SE of Anza, California",earthquake
2015-10-02T13:35:04.600Z,18.4298,-66.2519,116,3.4,Md,21,169.2,0.19942599,0.27,pr,pr15275010,2015-10-02T15:45:34.078Z,"1km WNW of Campanilla, Puerto Rico",earthquake
2015-10-02T13:28:41.000Z,59.5228,-152.8918,102.8,3.2,ml,,,,0.51,ak,ak11728765,2015-10-03T00:16:10.788Z,"66km WSW of Anchor Point, Alaska",earthquake
2015-10-02T13:27:49.670Z,34.1378333,-116.8593333,9.39,0.91,ml,36,63,0.07736,0.19,ci,ci37252279,2015-10-02T16:15:52.970Z,"13km SSE of Big Bear Lake, California",earthquake
2015-10-02T13:26:34.860Z,38.7856667,-122.7356667,1.58,1.36,md,10,75,0.01899,0.07,nc,nc72534186,2015-10-03T02:01:33.580Z,"2km ENE of The Geysers, California",earthquake
2015-10-02T13:14:13.460Z,39.5401667,-122.9703333,10.79,1.52,md,14,69,0.05405,0.11,nc,nc72534166,2015-10-02T16:57:04.840Z,"36km ENE of Willits, California",earthquake
2015-10-02T12:57:19.100Z,35.7996,-96.6805,4.475,3.2,ml,,63,,0.6,us,us10003jru,2015-10-04T21:26:35.735Z,"6km NNW of Stroud, Oklahoma",earthquake
2015-10-02T12:31:26.508Z,41.8935,-119.6187,10,1.7,ml,6,178.37,0.143,0.1657,nn,nn00513191,2015-10-04T00:43:55.336Z,"68km ESE of Lakeview, Oregon",earthquake
2015-10-02T12:29:51.000Z,60.5989,-142.6544,20.3,0.7,ml,,,,0.13,ak,ak11728746,2015-10-03T00:15:40.310Z,"60km NNW of Cape Yakataga, Alaska",earthquake
2015-10-02T12:12:38.610Z,33.477,-116.4346667,11.99,0.58,ml,27,140,0.04688,0.13,ci,ci37252271,2015-10-02T16:09:46.659Z,"24km SSW of La Quinta, California",earthquake
2015-10-02T11:58:41.740Z,38.6563,-118.7964,10.1,1.1,ml,8,154.42,0.216,0.0804,nn,nn00513187,2015-10-04T00:43:33.951Z,"20km NW of Hawthorne, Nevada",earthquake
2015-10-02T11:55:55.090Z,48.6428333,-122.1023333,0.002,1.02,md,12,89,0.1942,0.29,uw,uw61086916,2015-10-04T15:41:43.190Z,"18km NNE of Sedro-Woolley, Washington",earthquake
2015-10-02T11:49:02.570Z,19.4113331,-155.2848358,2.22,1.77,ml,20,59,0.003759,0.24,hv,hv61051211,2015-10-02T16:41:55.980Z,"5km WSW of Volcano, Hawaii",earthquake
2015-10-02T11:48:07.430Z,40.6235,-124.3565,25.82,2.7,md,22,216,0.08504,0.23,nc,nc72534146,2015-10-02T19:50:42.072Z,"9km NW of Ferndale, California",earthquake
2015-10-02T11:36:13.000Z,60.111,-141.6761,13.3,1.5,ml,,,,0.68,ak,ak11728729,2015-10-02T12:16:49.411Z,"42km E of Cape Yakataga, Alaska",earthquake
2015-10-02T11:33:06.124Z,38.5158,-118.505,7.5,0.4,ml,5,173.13,0.113,0.1269,nn,nn00513182,2015-10-04T00:43:12.794Z,"10km E of Hawthorne, Nevada",earthquake
2015-10-02T11:30:25.300Z,35.9218333,-117.713,3.56,1,ml,29,46,0.05709,0.14,ci,ci37252263,2015-10-02T15:32:05.520Z,"18km E of Little Lake, California",earthquake
2015-10-02T11:29:23.630Z,22.4638,93.3551,35,4.6,mb,,122,3.379,1.02,us,us10003jra,2015-10-02T19:31:57.174Z,"33km SW of Hakha, Burma",earthquake
2015-10-02T11:24:27.770Z,33.672,-116.6805,16.33,1.27,ml,51,36,0.006386,0.15,ci,ci37252255,2015-10-02T15:21:02.800Z,"8km SSE of Idyllwild, California",earthquake
2015-10-02T11:19:00.000Z,60.009,-141.6619,6.4,2.5,ml,,,,0.79,ak,ak11728723,2015-10-02T19:21:36.702Z,"43km E of Cape Yakataga, Alaska",earthquake
2015-10-02T11:17:16.000Z,60.9729,-146.7391,20.8,1.7,ml,,,,0.78,ak,ak11728720,2015-10-02T11:44:39.922Z,"27km SW of Valdez, Alaska",earthquake
2015-10-02T11:09:58.150Z,33.2728333,-116.7836667,10.44,1.8,ml,63,47,0.04227,0.18,ci,ci37252247,2015-10-02T15:11:48.310Z,"4km NNW of Lake Henshaw, California",earthquake
2015-10-02T11:01:27.510Z,13.2744,-89.104,65.4,4.3,mb,,162,0.428,1.06,us,us10003jr1,2015-10-02T17:47:45.240Z,"25km SSW of El Rosario, El Salvador",earthquake
2015-10-02T10:59:51.000Z,63.3945,-149.765,89.5,1.4,ml,,,,0.34,ak,ak11728716,2015-10-02T11:44:39.267Z,"40km W of Cantwell, Alaska",earthquake
2015-10-02T10:55:11.440Z,33.2901667,-116.2553333,8.34,1.29,ml,57,39,0.09722,0.17,ci,ci37252239,2015-10-02T15:02:34.390Z,"12km ENE of Borrego Springs, California",earthquake
2015-10-02T10:44:28.001Z,41.9857,-120.1608,2.7,1,ml,4,136.29,0.135,0.091,nn,nn00513181,2015-10-04T00:42:51.949Z,"27km SE of Lakeview, Oregon",earthquake
2015-10-02T10:39:41.000Z,62.295,-151.0528,71,1.7,ml,,,,0.66,ak,ak11728712,2015-10-02T11:11:01.412Z,"49km W of Talkeetna, Alaska",earthquake
2015-10-02T10:31:34.300Z,46.201,-122.1868333,3.062,1.02,md,6,131,0.002733,0.08,uw,uw61086886,2015-10-04T15:46:31.680Z,"38km NNE of Amboy, Washington",earthquake
2015-10-02T10:31:10.340Z,38.7793333,-122.7743333,2.06,2.47,md,44,51,0.03296,0.06,nc,nc72534131,2015-10-02T18:33:55.613Z,"1km W of The Geysers, California",earthquake
2015-10-02T10:24:40.030Z,20.0356667,-155.6765,17.924,1.93,md,14,160,0.02027,0.09,hv,hv61051081,2015-10-02T16:57:07.960Z,"1km NNW of Waimea, Hawaii",earthquake
2015-10-02T10:08:56.000Z,60.1838,-141.3291,0,1.4,ml,,,,0.97,ak,ak11728700,2015-10-02T10:38:25.174Z,"62km ENE of Cape Yakataga, Alaska",earthquake
2015-10-02T10:05:24.100Z,18.031,-65.388,13,3.1,Md,13,147.6,0.16888327,0.25,pr,pr15275005,2015-10-02T18:08:07.632Z,"11km SE of Esperanza, Puerto Rico",earthquake
2015-10-02T10:03:18.670Z,38.8038333,-122.8173333,3.65,1.4,md,15,84,0.0177,0.04,nc,nc72534111,2015-10-02T18:02:50.920Z,"6km WNW of The Geysers, California",earthquake
2015-10-02T10:01:48.560Z,19.4115009,-155.279007,2.11,2.02,ml,20,43,0.001883,0.19,hv,hv61051011,2015-10-02T16:40:54.204Z,"4km WSW of Volcano, Hawaii",earthquake
2015-10-02T09:56:13.080Z,47.4956667,-113.836,13.98,-0.9,md,5,222,0.111,0.03,mb,mb80100484,2015-10-05T18:12:56.240Z,"20km E of Ronan, Montana",earthquake
2015-10-02T09:49:14.590Z,38.3606667,-119.3898333,12.21,2.12,md,24,110,0.3493,0.18,nc,nc72534106,2015-10-04T00:42:30.993Z,"18km NW of Bridgeport, California",earthquake
2015-10-02T09:34:32.620Z,19.4058333,-155.2778333,1.478,2.03,ml,12,61,0.006822,0.07,hv,hv61050996,2015-10-02T16:37:21.740Z,"5km WSW of Volcano, Hawaii",earthquake
2015-10-02T09:32:42.845Z,39.3187,-120.1474,10.7,0.1,ml,11,102.65,0.09,0.1115,nn,nn00513201,2015-10-04T00:47:05.097Z,"3km ESE of Truckee, California",earthquake
2015-10-02T09:22:45.280Z,36.5456667,-121.1435,8.58,0.62,md,14,115,0.04752,0.06,nc,nc72534091,2015-10-03T02:04:04.470Z,"21km NE of Soledad, California",earthquake
2015-10-02T09:22:13.000Z,60.6519,-151.1358,53.8,2,ml,,,,0.73,ak,ak11728683,2015-10-02T10:05:54.959Z,"9km ESE of Nikiski, Alaska",earthquake
2015-10-02T09:20:32.399Z,39.363,-119.9655,5.8,0.3,ml,8,112.68,0.089,0.0978,nn,nn00513200,2015-10-04T00:46:43.739Z,"12km N of Incline Village, Nevada",earthquake
2015-10-02T09:17:43.830Z,37.6335,-118.8631667,5.14,0.68,md,21,66,0.01448,0.04,nc,nc72534086,2015-10-04T00:46:22.673Z,"9km ESE of Mammoth Lakes, California",earthquake
2015-10-02T09:15:36.200Z,19.0252,-66.1771,10,2.8,Md,8,255.6,0.86777256,0.38,pr,pr15275009,2015-10-02T17:18:15.930Z,"62km N of San Juan, Puerto Rico",earthquake
2015-10-02T09:14:06.738Z,36.7522,-116.2725,6.2,0.1,ml,7,235.12,0.054,0.0854,nn,nn00513177,2015-10-04T00:42:06.945Z,"46km ESE of Beatty, Nevada",earthquake
2015-10-02T08:55:55.620Z,32.9426667,-80.1671667,1.52,0.94,md,3,152,0.0417,0.01,se,se60013413,2015-10-02T13:51:23.300Z,"5km S of Centerville, South Carolina",earthquake
2015-10-02T08:54:13.830Z,32.921,-80.1753333,6.71,0.96,md,3,151,0.02067,0.19,se,se60013408,2015-10-02T13:51:21.080Z,"8km S of Centerville, South Carolina",earthquake
2015-10-02T08:52:17.400Z,18.0279,-65.3916,17,2.8,Md,6,169.2,0.16798496,0.07,pr,pr15275008,2015-10-02T16:56:06.491Z,"11km SE of Esperanza, Puerto Rico",earthquake
2015-10-02T08:36:21.690Z,38.4649,-118.3745,4.3,0.3,ml,5,135.8,0.042,0.035,nn,nn00513176,2015-10-04T22:39:12.944Z,"22km ESE of Hawthorne, Nevada",earthquake
2015-10-02T08:28:06.950Z,-36.6225,-71.674,101.75,4.6,mb,,157,0.882,0.83,us,us10003jqi,2015-10-02T09:26:21.255Z,"14km E of Coihueco, Chile",earthquake
2015-10-02T08:21:54.860Z,46.8516667,-121.7558333,4.144,0.26,ml,7,95,0.02243,0.04,uw,uw61086881,2015-10-02T22:45:37.320Z,"28km NNW of Packwood, Washington",earthquake
2015-10-02T08:20:20.965Z,39.3171,-120.1379,9.9,-0.1,ml,5,108.35,0.082,0.0571,nn,nn00513199,2015-10-04T00:46:01.327Z,"4km ESE of Truckee, California",earthquake
2015-10-02T08:12:14.300Z,18.0412,-65.397,18,2.9,Md,6,147.6,0.15810349,0.11,pr,pr15275007,2015-10-02T16:14:43.794Z,"9km SE of Esperanza, Puerto Rico",earthquake
2015-10-02T08:07:57.890Z,37.5835,-118.7833333,10.63,0.63,md,14,288,0.03694,0.03,nc,nc72534041,2015-10-02T16:27:29.530Z,"18km ESE of Mammoth Lakes, California",earthquake
2015-10-02T08:03:57.100Z,18.0394,-65.3981,19,2.8,Md,6,165.6,0.15720517,0.1,pr,pr15275006,2015-10-02T16:06:30.451Z,"9km SE of Esperanza, Puerto Rico",earthquake
2015-10-02T08:00:48.600Z,46.856,-121.7563333,2.274,1.49,ml,31,37,0.02218,0.13,uw,uw61086876,2015-10-02T22:38:51.690Z,"28km NNW of Packwood, Washington",earthquake
2015-10-02T07:58:28.210Z,46.853,-121.7591667,3.844,1.36,ml,14,56,0.02329,0.07,uw,uw61086871,2015-10-02T22:30:10.330Z,"28km NNW of Packwood, Washington",earthquake
2015-10-02T07:54:10.440Z,39.3233333,-120.1411667,9.23,1.23,md,18,56,0.09222,0.06,nc,nc72534016,2015-10-04T00:41:22.480Z,"3km E of Truckee, California",earthquake
2015-10-02T07:48:57.650Z,46.8515,-121.7578333,4.404,0.79,ml,8,72,0.0233,0.04,uw,uw61086866,2015-10-02T22:21:57.350Z,"28km NNW of Packwood, Washington",earthquake
2015-10-02T07:10:59.470Z,35.7175,-118.2828333,11.47,1.12,ml,21,54,0.03945,0.12,ci,ci37252231,2015-10-02T14:46:56.021Z,"14km ESE of Kernville, California",earthquake
2015-10-02T07:00:43.000Z,59.6264,-153.6977,176.4,1.8,ml,,,,0.58,ak,ak11728663,2015-10-02T07:24:31.310Z,"70km E of Old Iliamna, Alaska",earthquake
2015-10-02T06:53:40.000Z,60.7952,-150.0982,34.7,1.8,ml,,,,0.61,ak,ak11728652,2015-10-02T07:24:32.555Z,"46km NE of Sterling, Alaska",earthquake
2015-10-02T06:50:23.640Z,36.0526667,-120.2253333,9.92,1.74,md,49,211,0.1517,0.07,nc,nc72533976,2015-10-02T17:47:59.949Z,"10km WNW of Avenal, California",earthquake
2015-10-02T06:49:33.531Z,39.3279,-120.1452,8,0,ml,5,107.1,0.091,0.0983,nn,nn00513197,2015-10-04T00:45:40.493Z,"3km E of Truckee, California",earthquake
2015-10-02T06:44:02.460Z,36.563,-121.161,6.74,1.12,md,27,74,0.02625,0.07,nc,nc72533971,2015-10-03T00:31:12.350Z,"21km NE of Soledad, California",earthquake
2015-10-02T06:39:55.450Z,46.852,-121.7585,2.844,1.59,ml,15,55,0.02367,0.09,uw,uw61086861,2015-10-02T20:05:33.700Z,"28km NNW of Packwood, Washington",earthquake
2015-10-02T06:39:39.000Z,62.8143,-149.0232,51,1.7,ml,,,,0.79,ak,ak11728650,2015-10-02T07:24:31.956Z,"64km S of Cantwell, Alaska",earthquake
2015-10-02T06:30:55.500Z,18.0785,-65.3985,19,2.9,Md,7,140.4,0.14642539,0.23,pr,pr15275004,2015-10-02T11:54:10.928Z,"7km ESE of Esperanza, Puerto Rico",earthquake
2015-10-02T06:30:44.590Z,38.03,-122.2338333,6.42,1.22,md,38,56,0.02846,0.1,nc,nc72533966,2015-10-03T01:58:22.045Z,"2km E of Rodeo, California",earthquake
2015-10-02T06:29:55.500Z,18.8314,-65.6857,9,2.5,Md,6,259.2,0.64588869,0.27,pr,pr15275003,2015-10-02T14:32:31.060Z,"47km NNE of Vieques, Puerto Rico",earthquake
2015-10-02T06:25:13.970Z,36.3338,-96.8077,3.42,2.9,mb_lg,,56,0.181,0.5,us,us10003jpt,2015-10-02T20:33:54.750Z,"0km SW of Pawnee, Oklahoma",earthquake
2015-10-02T06:18:08.900Z,18.0228,-65.152,13,2.9,Md,5,154.8,0.30902046,0.36,pr,pr15275002,2015-10-02T14:20:44.600Z,"33km ESE of Vieques, Puerto Rico",earthquake
2015-10-02T06:16:46.750Z,33.4688333,-116.4456667,4.77,0.52,ml,27,114,0.05692,0.21,ci,ci37252223,2015-10-02T14:28:57.548Z,"23km ESE of Anza, California",earthquake
2015-10-02T06:14:03.510Z,46.8516667,-121.7596667,3.604,0.56,ml,8,72,0.02286,0.05,uw,uw61086856,2015-10-02T19:59:50.210Z,"28km NNW of Packwood, Washington",earthquake
2015-10-02T06:12:32.130Z,36.0061667,-117.8053333,1.96,-0.1,ml,9,81,0.03764,0.07,ci,ci37252215,2015-10-02T17:44:07.351Z,"12km NE of Little Lake, California",earthquake
2015-10-02T06:11:48.800Z,18.0342,-65.1309,13,2.8,Md,6,147.6,0.30722383,0.4,pr,pr15275001,2015-10-02T11:49:37.398Z,"34km SSE of Culebra, Puerto Rico",earthquake
2015-10-02T06:07:53.600Z,36.335,-96.7952,5,2.6,mb_lg,,96,0.177,0.32,us,us10003jpr,2015-10-02T14:10:22.411Z,"0km ESE of Pawnee, Oklahoma",earthquake
2015-10-02T05:58:53.560Z,36.6098,-98.1458,7.45,3.8,mb_lg,,79,0.167,0.75,us,us10003jpm,2015-10-02T18:05:03.095Z,"13km ENE of Helena, Oklahoma",earthquake
2015-10-02T05:57:15.150Z,37.6856667,-121.63,16.15,1.38,md,22,109,0.08774,0.08,nc,nc72533946,2015-10-02T17:09:07.980Z,"12km E of Livermore, California",earthquake
2015-10-02T05:49:04.950Z,38.8136667,-122.814,3.85,1.3,md,15,89,0.01568,0.03,nc,nc72533941,2015-10-02T17:23:42.250Z,"6km NW of The Geysers, California",earthquake
2015-10-02T05:20:03.000Z,65.586,-147.8749,13.6,1.2,ml,,,,0.18,ak,ak11728633,2015-10-02T05:46:45.506Z,"81km N of College, Alaska",earthquake
2015-10-02T05:18:37.000Z,61.5927,-150.8394,60.7,1.8,ml,,,,0.34,ak,ak11728630,2015-10-02T05:46:44.879Z,"45km WSW of Willow, Alaska",earthquake
2015-10-02T05:15:26.787Z,41.8789,-119.5982,6.6,1.4,ml,5,192.45,0.164,0.109,nn,nn00513166,2015-10-04T00:40:55.259Z,"70km ESE of Lakeview, Oregon",earthquake
2015-10-02T05:12:11.443Z,41.8822,-119.6103,5.6,1.2,ml,5,220.21,0.154,0.1737,nn,nn00513188,2015-10-04T00:40:34.332Z,"69km ESE of Lakeview, Oregon",earthquake
2015-10-02T05:10:43.840Z,46.853,-121.7581667,3.964,0.56,ml,8,74,0.02397,0.05,uw,uw61086851,2015-10-02T19:57:12.110Z,"28km NNW of Packwood, Washington",earthquake
2015-10-02T05:08:57.330Z,38.062,-118.7505,6.1,1.95,md,31,136,0.01976,0.05,nc,nc72533931,2015-10-04T00:47:28.395Z,"47km ESE of Bridgeport, California",earthquake
2015-10-02T04:59:38.043Z,41.8751,-119.6415,10.5,1.1,ml,5,220.63,0.139,0.1496,nn,nn00513164,2015-10-04T00:40:13.251Z,"67km ESE of Lakeview, Oregon",earthquake
2015-10-02T04:57:35.580Z,34.0088333,-116.9141667,17.37,0.75,ml,45,54,0.04562,0.15,ci,ci37252207,2015-10-02T14:01:06.721Z,"10km NNW of Banning, California",earthquake
2015-10-02T04:31:23.480Z,47.2486667,-113.1641667,8.75,1.03,ml,13,156,0.217,0.12,mb,mb80100084,2015-10-05T04:02:48.840Z,"25km ENE of Seeley Lake, Montana",earthquake
2015-10-02T04:28:34.500Z,34.556,-118.8261667,2.25,1.3,ml,24,107,0.07054,0.22,ci,ci37252199,2015-10-02T17:41:14.097Z,"16km N of Piru, California",earthquake
2015-10-02T04:23:36.546Z,41.875,-119.6396,9.3,1.8,ml,5,191.1,0.14,0.2371,nn,nn00513170,2015-10-04T00:39:52.322Z,"68km ESE of Lakeview, Oregon",earthquake
2015-10-02T04:22:33.000Z,62.2491,-149.7515,13.7,1.3,ml,,,,0.7,ak,ak11728622,2015-10-02T04:41:14.551Z,"11km NNE of Y, Alaska",earthquake
2015-10-02T04:21:52.980Z,46.855,-121.7548333,3.714,0.09,ml,6,119,0.02213,0.04,uw,uw61086836,2015-10-02T19:52:11.502Z,"28km NNW of Packwood, Washington",earthquake
2015-10-02T04:20:48.800Z,46.8511667,-121.7598333,4.644,0.29,md,7,72,0.02273,0.02,uw,uw61086841,2015-10-02T19:47:54.210Z,"28km NNW of Packwood, Washington",earthquake
2015-10-02T04:14:06.420Z,38.8148333,-122.7771667,1.55,0.55,md,8,95,0.01574,0.08,nc,nc72533921,2015-10-03T01:56:31.890Z,"4km W of Cobb, California",earthquake
2015-10-02T04:10:11.230Z,34.3321667,-119.6505,5.53,2,ml,28,70,0.1207,0.2,ci,ci37252191,2015-10-02T13:52:54.020Z,"11km SSE of Santa Barbara, California",earthquake
2015-10-02T04:08:10.000Z,61.2228,-149.5596,26.5,2.7,ml,,,,0.85,ak,ak11728606,2015-10-02T08:13:53.287Z,"18km E of Anchorage, Alaska",earthquake
2015-10-02T03:40:57.450Z,38.6033333,-112.0431667,8.81,1.8,ml,20,67,0.139,0.19,uu,uu60125227,2015-10-05T17:28:53.220Z,"7km ESE of Monroe, Utah",earthquake
2015-10-02T02:54:30.910Z,34.1051667,-116.9256667,5.29,0.98,ml,43,38,0.01436,0.15,ci,ci37252183,2015-10-02T13:44:52.661Z,"13km NE of Yucaipa, California",earthquake
2015-10-02T02:48:00.180Z,38.3461667,-122.3966667,8.98,1.83,md,41,88,0.04855,0.14,nc,nc72533911,2015-10-03T01:55:32.870Z,"6km SSW of Yountville, California",earthquake
2015-10-02T02:43:04.480Z,36.5626667,-121.161,6.67,0.55,md,12,106,0.0264,0.06,nc,nc72533906,2015-10-03T01:53:29.850Z,"21km NE of Soledad, California",earthquake
2015-10-02T02:34:34.900Z,18.0175,-65.3748,13,4.2,Md,21,151.2,0.18595126,0.21,pr,pr15275000,2015-10-03T23:36:41.713Z,"18km SE of Esperanza, Puerto Rico",earthquake
2015-10-02T02:30:02.568Z,38.5197,-118.5037,8,0.5,ml,5,172.15,0.11,0.1399,nn,nn00513162,2015-10-04T00:39:29.390Z,"10km E of Hawthorne, Nevada",earthquake
2015-10-02T02:28:26.000Z,63.1848,-150.4397,113.9,2,ml,,,,0.31,ak,ak11728591,2015-10-02T08:14:34.668Z,"78km WSW of Cantwell, Alaska",earthquake
2015-10-02T02:18:05.550Z,33.2115,-116.736,8.32,0.71,ml,30,43,0.03062,0.15,ci,ci37252175,2015-10-02T13:23:16.138Z,"4km SE of Lake Henshaw, California",earthquake
2015-10-02T02:15:30.880Z,46.2843333,-122.2103333,4.941,0.36,ml,14,124,0.01059,0.15,uw,uw61086806,2015-10-02T19:43:21.217Z,"30km S of Morton, Washington",earthquake
2015-10-02T02:10:47.370Z,19.4625,-155.4378333,8.28,1.35,md,42,71,0.05762,0.12,hv,hv61050741,2015-10-02T17:40:43.680Z,"21km W of Volcano, Hawaii",earthquake
2015-10-02T02:00:46.000Z,64.1174,-149.9623,1.8,1.7,ml,,,,0.43,ak,ak11728580,2015-10-02T02:27:04.154Z,"56km WNW of Healy, Alaska",earthquake
2015-10-02T01:58:18.090Z,-5.0349,134.1483,29.27,4.6,mb,,117,2.829,0.6,us,us10003jp6,2015-10-02T10:00:48.708Z,"81km N of Dobo, Indonesia",earthquake
2015-10-02T01:49:41.000Z,65.1725,-149.0596,14.4,0.9,ml,,,,0.33,ak,ak11728576,2015-10-02T02:27:03.502Z,"61km NW of Ester, Alaska",earthquake
2015-10-02T01:20:13.791Z,41.8824,-119.6051,6,1.1,ml,5,220.29,0.158,0.1108,nn,nn00513196,2015-10-04T00:45:19.460Z,"70km ESE of Lakeview, Oregon",earthquake
2015-10-02T00:57:35.490Z,35.7886667,-121.1228333,5.52,0.78,md,9,63,0.0662,0.04,nc,nc72533886,2015-10-02T01:50:20.400Z,"17km NNE of San Simeon, California",earthquake
2015-10-02T00:55:10.958Z,41.8808,-119.6026,7.1,1.2,ml,5,220.62,0.16,0.147,nn,nn00513195,2015-10-04T00:44:58.551Z,"70km ESE of Lakeview, Oregon",earthquake
2015-10-02T00:50:29.681Z,39.6182,-119.779,8.7,0.4,ml,12,89.92,0.042,0.1667,nn,nn00513156,2015-10-04T00:39:06.894Z,"2km N of Sun Valley, Nevada",earthquake
2015-10-02T00:42:47.000Z,61.0076,-152.6766,23.8,1.7,ml,,,,1.09,ak,ak11728572,2015-10-02T01:21:54.279Z,"58km N of Redoubt Volcano, Alaska",earthquake
2015-10-02T00:41:48.021Z,39.9751,-120.7986,2.3,0.8,ml,5,198.56,0.118,0.1098,nn,nn00513194,2015-10-04T00:44:37.445Z,"9km ENE of East Quincy, California",earthquake
2015-10-02T00:34:34.300Z,38.8336667,-122.8015,2.82,1.2,md,14,83,0.02611,0.02,nc,nc72533876,2015-10-02T01:51:51.110Z,"6km W of Cobb, California",earthquake
2015-10-02T00:28:21.030Z,39.7295,-111.2361667,1.59,1.9,md,14,75,0.093,0.16,uu,uu60125222,2015-10-05T17:02:41.750Z,"20km ENE of Fairview, Utah",earthquake
2015-10-02T00:20:33.410Z,36.2433333,-120.3445,8.38,1.79,md,43,217,0.268,0.09,nc,nc72533866,2015-10-02T19:43:53.450Z,"11km N of Coalinga, California",earthquake
2015-10-02T00:03:16.457Z,41.883,-119.6074,4.5,1.1,ml,4,220.16,0.156,0.1064,nn,nn00513193,2015-10-04T00:44:16.388Z,"69km ESE of Lakeview, Oregon",earthquake
2015-10-01T23:53:38.530Z,41.8611,-119.6317,8.4,0.9,ml,5,208.59,0.153,0.0911,nn,nn00513149,2015-10-04T02:47:28.782Z,"69km ESE of Lakeview, Oregon",earthquake
2015-10-01T23:36:36.786Z,39.3614,-119.9702,5.6,0.1,ml,7,205.95,0.086,0.1268,nn,nn00513621,2015-10-05T17:48:56.041Z,"12km N of Incline Village, Nevada",earthquake
2015-10-01T23:17:53.890Z,33.1826667,-116.3948333,10.12,1.18,ml,37,110,0.08733,0.15,ci,ci37252127,2015-10-01T23:46:43.910Z,"8km SSW of Borrego Springs, California",earthquake
2015-10-01T23:17:13.000Z,38.6048333,-112.0455,11.33,2.16,ml,17,68,0.139,0.19,uu,uu60125217,2015-10-05T16:49:47.200Z,"7km ESE of Monroe, Utah",earthquake
2015-10-01T23:06:45.000Z,65.032,-147.3195,0.2,1.8,ml,,,,0.97,ak,ak11728376,2015-10-01T23:50:22.509Z,"27km NNE of Badger, Alaska",earthquake
2015-10-01T22:50:04.940Z,36.0326667,-120.5961667,3.27,0.72,md,26,123,0.03606,0.08,nc,nc72533836,2015-10-02T00:21:08.994Z,"24km WSW of Coalinga, California",earthquake
2015-10-01T22:49:30.770Z,-16.2318,-173.7857,93.42,5.4,mb,,54,3.015,1.34,us,us10003jmk,2015-10-02T06:52:00.486Z,"31km S of Hihifo, Tonga",earthquake
2015-10-01T22:44:59.000Z,62.6758,-148.0586,40.2,1.9,ml,,,,0.56,ak,ak11728359,2015-10-01T23:22:29.421Z,"91km SSE of Cantwell, Alaska",earthquake
2015-10-01T22:27:50.350Z,32.5461667,-117.0228333,-0.21,1.49,ml,13,279,0.09942,0.21,ci,ci37252111,2015-10-01T23:49:13.279Z,"2km N of Tijuana, B.C., MX",quarry blast
2015-10-01T22:02:35.080Z,36.0271667,-120.5988333,5.74,2.17,md,69,149,0.04161,0.07,nc,nc72533806,2015-10-02T00:58:52.730Z,"24km WSW of Coalinga, California",earthquake
2015-10-01T21:56:56.920Z,36.1995,-89.499,5.82,1.49,md,9,76,0.02854,0.1,nm,nm60091817,2015-10-02T14:03:35.880Z,"7km S of Ridgely, Tennessee",earthquake
2015-10-01T21:47:52.730Z,43.964,-114.3961667,6.82,1.58,ml,6,96,0.402,0.04,mb,mb80100034,2015-10-05T03:40:28.400Z,"29km N of Sun Valley, Idaho",earthquake
2015-10-01T21:47:10.480Z,-12.4728,44.5278,15.11,4.6,mb,,52,9.725,0.35,us,us10003jm3,2015-10-02T05:03:19.192Z,"12km S of Antsahe, Comoros",earthquake
2015-10-01T21:29:43.100Z,19.2259,-64.7058,35,2.4,Md,3,291.6,0.60636282,0.23,pr,pr15274004,2015-10-01T23:12:08.609Z,"90km N of Road Town, British Virgin Islands",earthquake
2015-10-01T21:28:26.440Z,32.8141,-96.9395,5,2.7,mb_lg,,78,0.023,0.59,us,us10003jlk,2015-10-02T18:16:22.515Z,"0km E of Irving, Texas",earthquake
2015-10-01T21:26:26.181Z,40.0751,-115.5676,15,1.5,ml,4,147.54,0.715,,nn,nn00513113,2015-10-04T02:47:07.517Z,"70km NNE of Eureka, Nevada",earthquake
2015-10-01T21:15:48.060Z,49.3478333,-120.4846667,0.02,2.22,ml,12,198,0.5687,0.45,uw,uw61086676,2015-10-04T01:03:28.360Z,"12km S of Princeton, Canada",explosion
2015-10-01T21:12:27.840Z,33.8833333,-116.0368333,9.63,1.61,ml,45,45,0.1211,0.14,ci,ci37252095,2015-10-01T22:23:51.000Z,"24km NE of Indio, California",earthquake
2015-10-01T21:10:00.090Z,33.9998333,-116.6113333,12.32,0.9,ml,29,107,0.04913,0.1,ci,ci37252087,2015-10-01T22:03:39.627Z,"6km SSW of Morongo Valley, California",earthquake
2015-10-01T20:52:19.943Z,39.5243,-119.5503,11.1,0.9,ml,4,164.47,0.226,0.1531,nn,nn00513132,2015-10-04T02:46:46.176Z,"17km E of Sparks, Nevada",earthquake
2015-10-01T20:35:16.152Z,41.8808,-119.607,5.2,1.4,ml,4,220.51,0.157,0.1226,nn,nn00513111,2015-10-04T02:43:57.324Z,"70km ESE of Lakeview, Oregon",earthquake
2015-10-01T20:24:06.000Z,19.404,-155.6371667,4.162,1.05,md,13,150,0.009119,0.06,hv,hv61050536,2015-10-01T21:37:20.800Z,"24km ESE of Honaunau-Napoopoo, Hawaii",earthquake
